fecha;autor;tweet
2021-02-18 21:36:25;meyechs;Absolutamente de acuerdo con este tuit. Aquí no ha espacio para las disculpas de la Sra. ⬇️@joseantoniokast https://t.co/mJQ0U1WbJ8
2021-02-18 21:35:53;VillenasOliver;@Patoloko64 @joseantoniokast por que es un nazi camuflado ese CTM
2021-02-18 21:34:22;PEPEVIAL;"#ELDOBLEESTANDARDEESTEHP
#SIESDEDEECHALODESTRUYEN
#ABUSADORESIZQUIERDAAPOYO
@sebastianpinera @GobiernodeChile… https://t.co/8cVjlJwXzC"
2021-02-18 21:34:16;madman9873;@joseantoniokast PANDEMIA. retrasado mental.
2021-02-18 21:33:46;michel778899;@Sr_Churchill @PaulD3D @joseantoniokast Dice que la cuenta no existe
2021-02-18 21:33:40;grmankrizo;@ONomuty @realFranciscoDM @LaRedTV @joseantoniokast @mentiraslared @Girealaderecha @CostaPardaa @RoqueSagrado Eso e… https://t.co/K2nZXGjVPF
2021-02-18 21:32:42;madman9873;@joseantoniokast @Marita346 Lo que necesitamos es que basura como tu desaparezca para siempre de la política
2021-02-18 21:31:47;mcristinacaroca;@Sr_Churchill @PaulD3D @joseantoniokast La cuenta ya no está!!
2021-02-18 21:31:43;macarenasoledad;@Nicoladoanto @Sr_Churchill @PaulD3D @joseantoniokast Trabajo en equipo👏👏👏
2021-02-18 21:31:24;Patriota7772;@EquipoOrrego_14 @joseantoniokast @PLRchile Te sigo, sígueme 🇨🇱 🇨🇱 🇨🇱
2021-02-18 21:31:17;madman9873;@angeleslpo @joseantoniokast Conmigo NO CUENTAS
2021-02-18 21:31:08;sangcont;@joseantoniokast @rbascu1 ...hay que, hay que, hay, que, hay que, hay que, hay que, hay que, etc...propuestas viabl… https://t.co/1DOl1fttmX
2021-02-18 21:30:44;Nicoladoanto;@macarenasoledad @Sr_Churchill @PaulD3D @joseantoniokast Si Maca
2021-02-18 21:29:16;JorgeLStuardo;@camiloo_gd @aquiyoelpancho @Alonki131 @Mmg____14 @joseantoniokast O te es mas comodo que nos juntemos en stgo? A mi me da igual
2021-02-18 21:29:04;valiantduck;@octopus2019 @joseantoniokast @elvillegaschile @Naty_Patriota @PDI_CHILE Vanunarlos y esposarlos.
2021-02-18 21:28:13;giviRechazo;@joseantoniokast Quedarían varios afuera.
2021-02-18 21:28:04;covacich_m;@Gonzacastillop @evopoli @ignaciobriones_ @felipekast @BancadaEvopoli @andresmolinam @kantor_pauline… https://t.co/wehZ4wjo3R
2021-02-18 21:27:33;EDUARDO33071652;@joseantoniokast @FannySGomezC DEBE QUEDAR ESTIPULADO EN LA NUEVA CONSTITUCIÓN MAGICA DE LOS ZURDOS .
2021-02-18 21:26:03;Blackst71602074;@joseantoniokast Grande José Antonio Kast !!!!!  Es lo que necesitamos !!! Gente decente al gobierno!!!!🇨🇱
2021-02-18 21:26:01;ONomuty;@grmankrizo @realFranciscoDM @LaRedTV @joseantoniokast @mentiraslared @Girealaderecha @CostaPardaa @RoqueSagrado Si… https://t.co/gEAE48RU1D
2021-02-18 21:25:50;PEPEVIAL;"@FontirroigPablo @rthomsonsaa @sebastianpinera
@GobiernodeChile
@joseantoniokast
@biobio
Desaloja los campos tomado… https://t.co/4f4W0LmcfW"
2021-02-18 21:24:30;El_Rodriguito;@JosePinochet4 @joseantoniokast @DMatamala erselente pregunta desgraciao
2021-02-18 21:23:19;El_Rodriguito;@joseantoniokast @carreragonzalo K.O para el nefasto de @DMatamala
2021-02-18 21:23:15;FannySGomezC;@Sr_Churchill @madiazreyes @PaulD3D @joseantoniokast Ya no se puede entrar en su cuenta! 👍
2021-02-18 21:22:28;ElJuez10526580;"@LadyAgathaC Mierda mierda, educación y claridad en esas tremendas palabras 👏👏👏👏gracias por compartir.
Valiente Muj… https://t.co/sIoFWg3GOV"
2021-02-18 21:21:50;cata_1910;@Francis32710528 @tatty1977 @Sr_Churchill @PaulD3D @joseantoniokast Sii tienen mas de dos o tres
2021-02-18 21:21:12;45xndyth;"@vmunitai @joseantoniokast @amendez5525 Qué gran verdad son una vergüenza los viejos corruptos.
Yo siempre con Cara… https://t.co/p2G1RnI9cX"
2021-02-18 21:20:02;Francis32710528;@tatty1977 @cata_1910 @Sr_Churchill @PaulD3D @joseantoniokast Aparecerá por otro lado y con otra perso.
2021-02-18 21:18:53;block_up_up;@FelipeM33555633 @PLRchile @joseantoniokast Subdesarrollo sostenible
2021-02-18 21:18:04;grmankrizo;@realFranciscoDM @ONomuty @LaRedTV @joseantoniokast @mentiraslared @Girealaderecha @CostaPardaa @RoqueSagrado… https://t.co/nCYxjAw38n
2021-02-18 21:17:20;chica61432746;@joseantoniokast https://t.co/q0e7JyRLzf
2021-02-18 21:15:48;JaimeRubn5;@joseantoniokast @melnicksergio @HernanLarrainF Fuerzas Chile
2021-02-18 21:12:14;JorgeLStuardo;@camiloo_gd @aquiyoelpancho @Alonki131 @Mmg____14 @joseantoniokast Ahí mismo
2021-02-18 21:10:03;ElcuriosoVictor;@joseantoniokast Y??reponde algo Kast... https://t.co/V9EZ2SCaDb
2021-02-18 21:09:27;LaCatalanaYole;Reforma a Carabineros, bueno Ministra Rubilar, que sea entonces, para que tengan un Sindicato como todos los trabaj… https://t.co/ETxX0Y6ipC
2021-02-18 21:06:32;wanderinodelsur;@Sr_Churchill @PaulD3D @joseantoniokast También lo denuncie
2021-02-18 21:06:24;wilfredo_qd;@Sr_Churchill @PaulD3D @joseantoniokast Atentos amigos de la honrosa @PDI_CHILE
2021-02-18 21:02:39;gloriaparedesAB;@itajuschile @claucortezm @joseantoniokast @pcastillo74 Esto no debe pasar. Cuidar el medio ambiente es cuidarnos a nosotros mismos.
2021-02-18 21:01:57;EduSant76348083;@Abrahamdelreal_ @joseantoniokast El tuit CÓMICO del día 🤡 https://t.co/jFgtrnIouf
2021-02-18 21:00:23;Batimony;@Sr_Churchill @PaulD3D @joseantoniokast https://t.co/2tAOcJWK1S
2021-02-18 21:00:15;LpontD;@Sr_Churchill @PaulD3D @joseantoniokast Le bajaron la cuenta !!!
2021-02-18 20:59:56;MariaTe18001756;@joseantoniokast @MatiasPerezV Y desde el Congreso insisten en refundar a carabineros . Lo que hay que refundar de… https://t.co/X6yzg7nnu5
2021-02-18 20:59:31;JorgeLStuardo;@camiloo_gd @aquiyoelpancho @Alonki131 @Mmg____14 @joseantoniokast 18.30 japon con Unión europea no faltes
2021-02-18 20:59:15;CoquetaMidv;@Sr_Churchill @PaulD3D @joseantoniokast Ya desapareció!! Como buen zurdo cobarde!! https://t.co/tEOVcvjo2D
2021-02-18 20:56:21;elyayoam;@Kaido781 @biobio @Sr_Churchill @joseantoniokast @Jou_Kaiser lamentoso lo de nuestro congreso y pintar a perú de un… https://t.co/OyhireHwAz
2021-02-18 20:55:34;AFPerezP;@OriettaPekittas @Sr_Churchill @PaulD3D @joseantoniokast Pero lo va a hacer con otra cuenta nueva o por otros medios.
2021-02-18 20:54:50;sagitta15377071;@Sr_Churchill @PaulD3D @joseantoniokast Alguien puede mostrar la foto de perfil del pastero de la cuenta esa? Es seguro que abrira otra.
2021-02-18 20:54:29;HugoMen66508178;@Sr_Churchill @PaulD3D @joseantoniokast Listo
2021-02-18 20:54:11;Blakicidio;@Sr_Churchill @PaulD3D @joseantoniokast El muy mierda huyo....pero seria bueno antes de denunciar tratar de averigu… https://t.co/jgLIvOQybo
2021-02-18 20:53:25;fj_cancino;@anitamariaAn @HelmuthReichelR @joseantoniokast @tere_marinovic 🤷‍♂️
2021-02-18 20:52:34;MAGOWARcl;@Sr_Churchill @PaulD3D @joseantoniokast Murió cuenta
2021-02-18 20:51:50;OriettaPekittas;@Sr_Churchill @PaulD3D @joseantoniokast Lo denuncié  , la cerraron https://t.co/GdwjeR8rSX
2021-02-18 20:51:15;DcolorRuth;@Sr_Churchill @PaulD3D @joseantoniokast Denunciado y lo bajaron https://t.co/5ft8UnKu0Q
2021-02-18 20:51:01;roqueblavi;@Sr_Churchill @PaulD3D @joseantoniokast Sir  No existe el perro....alguien que tenga  más datos sobre este bastardo
