fecha;autor;tweet
2021-02-18 22:23:00;MarinoSilva20;@danieljadue Para que gastaste tanta plata en eso si tenemos vacunas y somos lideres en vacunación? #LaCagaste
2021-02-18 22:22:14;MarinoSilva20;@Templar99670517 @danieljadue No es Presidente aun, tiene que ser elegido primero. Sino podemos llamar a Kast presidente tb
2021-02-18 22:21:54;Kastor_chileno;Jadue. ya pasó la vieja... llegaste atrasado otra vez...😂😂 https://t.co/OEIfq5aMFO
2021-02-18 22:21:19;Latrodectus0;@RFelipeMC @Cperezcarvallo @baradit @BSepulvedaHales @jeannette_jara @danieljadue @mtamayor Se sorprendería ... no… https://t.co/JJKAZVwNyJ
2021-02-18 22:20:46;opinand0ando;@danieljadue Otra más de súper epidemia o súper pandemia al ataque !! Seco https://t.co/GJ4KFde0D2
2021-02-18 22:20:20;OlivaresaSusana;@danieljadue Tenemos dice 🤣🤣🤣🤣 el Dr Chapatin
2021-02-18 22:20:17;JuliusMarx2021;@danieljadue @marylen61 Le hubiese puesto uno a esta mascota de Piñera que anda súper perdido... https://t.co/fOLHStAlhr
2021-02-18 22:20:02;adisius;"@tomascash7 @patricio_colina @PoleaibaO @yersonburgos @danieljadue La violencia es el último recurso del incompetente.
-Isaac Asimov"
2021-02-18 22:19:45;Mata_Moscas2;@danieljadue Ya y..? Tu ya te vacunaste con la Avifavir? Mándate una fotito,pero una real no trucada ya?
2021-02-18 22:19:43;kotricio;@danieljadue Y cuanto cortas, corrupto de mierda
2021-02-18 22:18:54;MannzaTony;@danieljadue En serio, 7? Llamen a la #OMS la Pandemia terminó gracias al partido comunista!
2021-02-18 22:18:29;VivancoJonatan;@danieljadue Igualito que usted, devolviendo las platas de las iluminarias jajjaj
2021-02-18 22:18:00;ClauTeriho;"@danieljadue Excelente Daniel !!!!!!
👏👏👏👏👏"
2021-02-18 22:16:36;patriciacg111;El rey de los mentirosos! @danieljadue https://t.co/5CnyAkedFd
2021-02-18 22:16:28;zorzal23148425;@Anaysa23512694 @danieljadue Nunca es tarde
2021-02-18 22:16:22;Templar99670517;@danieljadue Bien Sr presidente, los ciudadanos es lo primero, no los índices económicos.
2021-02-18 22:16:05;vpfg1976;@Poronponpin @danieljadue Y sobre pagando varias veces su verdadero precio estilo luminarias
2021-02-18 22:15:42;jora051;@danieljadue Más claro... Dónde.
2021-02-18 22:15:21;Donbipolar2;@danieljadue Yo creo que por esa miseria de tratamiento igual le cae su resto compañero 🤔🤔
2021-02-18 22:15:19;concertaosorno;@jafesafe @lramirez1972 @danieljadue @Naid_28 No cacha,
2021-02-18 22:14:41;zorzal23148425;@Sempaishane @danieljadue No es mala memoria,  nos cuesta tomar decisiones y mas aún UNIRNOS,  tanto así,  que a pe… https://t.co/7irFild26Y
2021-02-18 22:14:32;WernerMohn;@ceridread @julve_a @danieljadue Fachusma soñando con comunistas.... bacán 🥰🥰
2021-02-18 22:13:34;toker007;@danieljadue @danieljadue y en qué habrá quedado el caso luminarias ?
