2020-08-31 23:57:44,"b'Matthei, en entrevista CNN,  hablando de que su partido, fue muy corrupto, sobretodo Longueira, no se se atreve dec\xe2\x80\xa6 https://t.co/WcCdMQxbyV'"
2020-08-31 23:57:41,b'RT @EstallidoTw: Muy buenos d\xc3\xadas!! C\xc3\xb3mo amanecieron los #Apruebo ?? \n#FelizLunes https://t.co/fEkI76NzCY'
2020-08-31 23:57:35,"b'RT @camilo10r1: #NoTenemosMiedo ninguna campa\xc3\xb1a del terror del gobierno podr\xc3\xa1 con nosotros, el #Apruebo gana en Octubre y por paliza, eso e\xe2\x80\xa6'"
2020-08-31 23:57:19,b'@vivianitavg @borizfox @biobio Te sigo... hasta en infinito y m\xc3\xa1s all\xc3\xa1!!! #apruebo'
2020-08-31 23:57:15,b'RT @modatima_cl: El agua es Vida #Apruebo #ConvencionConstitucional @rmunda @jurgensenr @sesnaola @N_M_R_Z @PiensaPrensa @Chileokulto @doce\xe2\x80\xa6'
2020-08-31 23:57:14,"b'RT @gabrifsar: No hay que equivocarse con Longueira, quiere apoderarse del #Apruebo para despu\xc3\xa9s bloquear los cambios dentro de la constitu\xe2\x80\xa6'"
2020-08-31 23:57:08,"b'RT @Quechiledecida_: \xf0\x9f\x93\xa3\xc2\xa1En 55 d\xc3\xadas haremos historia!\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\nDurante los \xc3\xbaltimos 40 a\xc3\xb1os, la Constituci\xc3\xb3n no nos ha garantizado el derecho de vivi\xe2\x80\xa6'"
2020-08-31 23:57:05,b'RT @DecidoRadio: En el #ProcesoConstituyente es importante que los movimientos sociales asuman la conducci\xc3\xb3n de los cambios. \n\nEn un #Plebi\xe2\x80\xa6'
2020-08-31 23:57:01,b'@camilo10r1 @ginniasa @FrenteRebeldes @EPInforma Te sigo... hasta en infinito y m\xc3\xa1s all\xc3\xa1!!! #apruebo'
2020-08-31 23:56:57,b'RT @SteffaniApruebo: Qu\xc3\xa9 ganas me dieron de marchar rodeada de gente buena onda y valiente! \n#Apruebo #NoTenemosMiedo #ElPlebiscitoEsDelPue\xe2\x80\xa6'
2020-08-31 23:56:56,"b'RT @Diego_Schalper: Yo no creo que porque Pablo Longueira se ponga la camiseta del #Apruebo, significa que @PamJiles lo recibir\xc3\xa1 con una ch\xe2\x80\xa6'"
2020-08-31 23:56:55,b'RT @Pillan831: #NoTenemosMiedo Por que el gobierno con su auto presi\xc3\xb3n se est\xc3\xa1 pisando la cola solito \xc2\xa1 confiaron en el gremio m\xc3\xa1s traidor\xe2\x80\xa6'
2020-08-31 23:56:52,"b'RT @BSepulvedaHales: Aqu\xc3\xad est\xc3\xa1 la cu\xc3\xb1a completa de Jadue sobre el reconocimiento constitucional del trabajo dom\xc3\xa9stico y de cuidados, su val\xe2\x80\xa6'"
2020-08-31 23:56:51,b'@ElBrujo_29 \xe2\x9a\xa1\xe2\x9a\xa1\xe2\x9a\xa1 #apruebo'
2020-08-31 23:56:48,"b'RT @matiasasun: Pues es la \xc3\xbanica soluci\xc3\xb3n, yo #Apruebo el #CierreFundicionVentanas'"
2020-08-31 23:56:43,b'RT @Angullini: @Viviluc2 #Apruebo'
